RT Ponting,14,23,0,20,1,0,70,4,v West Indies,Bridgetown,2012-04-07,0,0,0-49
RT Ponting,7,30,0,26,0,0,26.92,1,v West Indies,Port of Spain,2012-04-15,0,0,0-49
RT Ponting,41,131,0,85,3,0,48.23,3,v West Indies,Port of Spain,2012-04-15,0,0,0-49
RT Ponting,23,88,0,60,2,0,38.33,1,v West Indies,Roseau,2012-04-23,0,0,0-49
RT Ponting,57,192,0,130,4,0,43.84,3,v West Indies,Roseau,2012-04-23,1,0,50-99
RT Ponting,0,9,0,5,0,0,0,2,v South Africa,Brisbane,2012-11-09,0,0,0-49
RT Ponting,4,6,0,3,1,0,133.33,1,v South Africa,Adelaide,2012-11-22,0,0,0-49
RT Ponting,16,40,0,34,3,0,47.05,3,v South Africa,Adelaide,2012-11-22,0,0,0-49
RT Ponting,4,17,0,7,0,0,57.14,2,v South Africa,Perth,2012-11-30,0,0,0-49
RT Ponting,8,40,0,23,2,0,34.78,4,v South Africa,Perth,2012-11-30,0,0,0-49
